Macosko_cluster,gene
Inh_Lhx6_Sst_Th_Elfn1,Corin
Inh_Pax3_Defb1_2,Pax3
Inh_Tfap2b_Tll2_1,Shox2
Inh_Lhx6_Gpr179,St18
Ex_Ebf3_Adam33_4,Bnc2
Inh_Tfap2b_Erfl_3,Tfap2b
Ex_Nkx2-1_Nppb,Sim1
Inh_Pax8_Qrfpr_1,Lrp2
Inh_Otx1_Dkk1,Dkk1
Ex_Lmx1a_Galnt3_1,Tfap2b
CholEx_Onecut1_Ppp1r1c,Ppp1r1c
Inh_Sncg_Sln_Npy,Npnt
Ex_Lhx9_Rxfp2_1,Fam163a
Inh_Pax2_Cela1,Pdgfd
Inh_Pax8_Aym1,Pax8
Inh_Lhx6_Kcnmb1_3,Vwc2l
Inh_Pax2_Hoxb5_Trhr,Pax8
Inh_Onecut1_Met_1,Dach2
Ex_Vsx2_Lhx4_1,Lhx4
Ex_Pou4f3_Ppp1r17_2,Epha4
Inh_Pax2_Gdf6,Gdf6
Inh_Foxp2_Sox2_4,Rxfp1
Inh_Pax2_Ptgfr,Prdm16
Ex_Sim1_Cd34_6,Gpc4
Ex_Phox2b_Cyp26b1_1,Prox1
Inh_Six3_Colq_3,Zeb2
Inh_Pax8_Agtr1b_1,Catspere1
Inh_Lhx6_Npy_1,Npy
Ex_Fbxl7_Bnc2,Ucma
Inh_Onecut3_Esr2_2,Gad2
Ex_Lhx9_Tyrp1_1,Ttn
Inh_Htr3a_Bmp3_4,Col5a2
Ex_Tfap2d_Snorc_3,Snorc
Ex_Sox6_Evx1_2,Niban1
Ex_Ebf2_Nr5a2_3,Nr5a2
Inh_Htr3a_Cxcl14_1,Gulp1
Inh_Six3_Dact1_2,Nkx2-2
Ex_Hoxc6_Ppef1,Hoxa7
Inh_Pax3_Vmn1r207_6,Lgr6
Inh_Pax7_Bmp5_1,Pax7
Inh_Six3_Pvalb_Itga6,Rgs8
Inh_Lhx6_Ankfn1,Lhx8
Ex_Tlx1_Crocc2_6,Pde11a
Inh_Foxd3_Pdgfd,En1
Ex_Pitx2_Cd40,Pappa2
Inh_Pax8_Sp9,Nppc
Ex_Nkx2-4_Cd44_1,Cd44
Ex_C1ql4_Crispld2_2,Pou6f2
Inh_Meox2_Chodl,Bsx
Ex_Dab2_Tmem100_1,Adgrg2
Inh_Sncg_Np2yr_Fos_2,Nrp2
Ex_Pou4f1_Meis1_1,Meis2
Inh_Pax2_Hoxb5_Sycp2l_3,Pde1a
Chol_Irx4_Matn1_5,Tspan18
Ex_Phox2b_Zar1l,Plcl1
Ex_Lhx9_Kif19a_3,Tmem215
Inh_Pax2_Agtr1b_3,Tnfsf8
Inh_Foxd3_Pappa2_2,Pappa2
Ex_Lmx1b_Tmem235_1,Oprd1
Ex_Lmx1a_Cbln2_1,Lmx1a
Inh_Otx2_Myo5b_1,Maob
Inh_Pax7_Vmn1r207_3,Th
Inh_Gata3_Cd200r1_1,Fam163b
Inh_Pax2_Apela,Frem1
Inh_Lhx6_Nr2e1_1,Gpc3
Ex_Dmrta2_Chat_1,En1
Endo_Flt1_Kcnj8,Ackr3
Ex_C1ql4_Mettl24,Steap3
Ex_Fbxl7_Insrr_1,Crh
Inh_Nkx2-2_Cpa6_1,Rpl31
Inh_Six3_Ptger3_2,Gulp1
Ex_Phox2b_Dkk2_2,Sytl5
Inh_Nkx2-2_Gata2_6,Nkx2-2
Ex_Ebf2_Olfr25,Sulf1
Ex_Evx2_Erfl_2,Gm26992
Inh_Lhx6_Sst_Ffar4,Cort
Ex_Defb1_Fgf17,Plvap
Inh_Dmbx1_Slc34a2_3,Myo18b
Ex_Vsx2_Igfbp4_2,Gpc3
Ex_Sox6_Irx6_2,Hopx
Inh_Sidt1_Drd1_Pax6_2,Pax6
Inh_Pou6f2_Kcnj5,Nrp2
Ex_Pou4f1_Scml2,Gpc3
Ex_Fibcd1_Psrc1_4,Fibcd1
Inh_Lamp5_Egln3_Tgfbi,Rxfp1
Ex_Smoc2_Kntc1_1,Bnc2
Ex_Sim1_Tnxb_2,Nostrin
Ex_Ebf2_Glp1r_4,Mycl
Ex_Dach2_Arhgap36_1,Tfap2d
Inh_Pax2_Col5a2_2,Ddr2
Inh_Fbxl7_Stpg2_2,Tacr3
Ex_Hoxb8_Aldh1a2_1,Cgnl1
Ex_Pou4f1_Alpk1_4,Mug2
Inh_Pax6_Fbln2_1,Dlx6
Ex_Lhx9_Ppp1r1c,Nrp2
Ex_Phox2b_4930469K13Rik_1,Tfap2b
Ex_Lmx1b_Deup1_6,Pamr1
Inh_Dmbx1_Irak3_2,Dmbx1
Ex_Dmrta2_Crhbp_1,Zeb2
Inh_Tfap2b_Cyp39a1,Tfap2b
Ex_Nkx2-4_Mettl11b_3,Mettl11b
Ex_Fbxo40_Kcnk5_2,Kcnk15
Inh_Onecut3_Colq_3,Cnpy1
Inh_Six3_Six6_1,Onecut1
Ex_Lmx1a_Abca8a_2,Pde11a
Inh_Sox8_Calcrl_11,Foxp2
Inh_Six3_Pvalb_Rxfp2_1,Cplx3
Inh_Pax8_Slc34a2,Skor2
SerEx_Nkx6-1_Trh_2,Tmem163
Inh_Fbxl7_Nccrp1,Nccrp1
Ex_Nkx2-4_Calcr_5,Spag17
Ex_Phox2b_Dbh_5,Htr5b
Inh_Tfap2b_Dcn_1,Zeb2
Inh_Otx1_Coch_1,Niban1
Ex_Slc30a3_Clspn,C1qtnf7
Ex_Ebf2_Mgst2,Slc38a11
Inh_Sox1_Mrgpra2b,Gata3
Ex_Tfap2b_Layn,Tfap2b
Ex_Vsx2_Tspo2_1,Cdh20
Inh_Fbxl7_C7,Tox3
Ex_Lhx3_A730046J19Rik,Lhx3
Ex_Ebf2_Sox6,Bnc2
Inh_Arhgap28_Slc26a7,Rpl31
Inh_Lhx6_Sfrp1_3,Adamtsl1
Ex_Sim1_Nkx2-2_Asb4_4,Oxt
SerEx_Gata3_Fev_1,Bves
Inh_Vwc2l_Otogl1_1,Gipr
Inh_Frmd7_Ano2_1,Pld5
Inh_Pax7_Rxfp3_2,Pax7
Inh_Foxp2_Bmp3_2,Foxp2
Inh_Foxp2_Nccrp1,Dmbx1
CholEx_Evx2_Erfl,Kcnj3
Ex_Pax2_Gm11639_1,Ndnf
Chol_Tbx20_Apol6,Lrp2
Ex_Lmx1b_Dynap_1,Plch1
Ex_Foxd3_Igfbpl1,Ucma
Inh_Gbx1_Atp8b1_6,Lhx8
Ex_Hoxb8_Aldh1a2_2,C1ql3
Inh_Pax2_Fbln1,Npnt
Inh_Foxd3_Pappa2_1,En1
Inh_Gata3_Areg_2,Cdh20
Ex_Phox2b_Npffr2_1,Gm45194
Inh_Pax5_Klk12,Mgarp
Inh_Pax2_Erfl_15,Qrfprl
Inh_Pax2_Vgll3_3,Ildr2
Inh_Pax5_Asb4_2,Col11a1
Inh_Emx2_Foxa2_3,Foxa2
Ex_Lmx1b_Scn5a,Pnoc
Ex_Ebf2_6430628N08Rik_2,Tafa2
Ex_C1ql4_Slc38a11_2,Evx2
Inh_Ppp1r1b_Drd2_Cyp26b1_2,Trpc5
Ex_Lhx3_Slc5a7_4,Lhx3
Ex_Ebf2_Sytl3,Zan
Ex_Ebf2_C1qtnf7_2,Tmem132c
Inh_Ppp1r1b_Drd1_Ccn1,Egr4
Inh_Frmd7_Trh_1,Trh
Inh_Gata3_Cryba2_2,Lrrc52
Inh_Pax2_Pkhd1l1_3,En1
Ex_Lmx1a_Irx3_6,Lmx1a
NG_Draxin_12,Dlx1
Inh_Htr3a_Ibsp_3,Brinp3
Inh_Lhx6_Esr2_8,Creb3l1
Inh_Hoxc4_Chrdl2_1,Ecel1
Ex_Nkx6-1_Sox14,Nkx6-1
Ex_Skor1_Emx2_1,Syt2
Ex_Phox2b_Olfr273,Olfr273
Ex_Tcf7l2_Adamtsl3_Slc38a11_1,Crispld1
Ex_Phox2b_Gda_2,Tmem200a
Ex_Tfap2b_Ccdc172_Calcr,Serpinb8
Inh_Lhx6_Kcnmb1_2,Fstl5
Inh_Sox2_Ikzf1_8,Zmat4
Inh_Pax2_Npsr1_3,Foxd3
Inh_Pax2_Gbx1_Mboat1_2,Dock10
Ex_Phox2b_Ddit4l_2,Shox2
Inh_Pax6_Foxd1_1,Pax6
Inh_Foxb1_Tacr3_1,Kcna4
Inh_Pax6_Eya4_4,Npy
Inh_Pax2_Irak3_1,Mecom
Inh_Pax5_Met,Prox1
Ex_Ebf2_Tfap2d_Postn,Postn
Inh_Foxl3_Klc3,Mecom
Ex_Hpgd_Pth2r_2,Lef1
Ex_Lhx4_Gpr101_3,Lhx4
Inh_Nkx6-1_Cox8b,Tnfrsf11a
Ex_Nkx2-4_Mettl11b_1,Rnf207
Ex_Phox2b_Ghsr_2,Ghsr
Inh_Pax5_Cmtm8_2,Niban1
Ex_Crym_Plagl1_1,Ifi203
Inh_Pax2_Vgll3_19,Tfap2b
Ex_Pax6_Cfap77_2,Pax6
Ex_Lhx9_Qrfprl_2,A830018L16Rik
Ex_Pitx2_Nkx2-2_3,Gulp1
Inh_Pax7_Erfl_4,Gpr101
Ex_Vsx2_Hmga2_3,Lhx3
Ex_Samd3_Lama4,Kcnq5
Ex_Lhx2_Pth2_1,Gpc3
Ex_Pou4f1_Meis1_3,Syne2
Inh_Otx1_Sox14_3,Itga4
Inh_Onecut1_Frem3,Npnt
Inh_Pax6_Pdgfd_3,Pax6
Fibro_Eya2_Slc47a1_4,Nat8f3
DopEx_Calb1_Col14a1,Bnc2
Inh_Otx2_Prdm16_1,Nr4a2
Inh_Vip_Sncg_Yjefn3,Crh
Inh_Tfap2a_Chrdl2_2,5530401A14Rik
Ex_Slc30a3_Efemp1_Endou,Penk
Inh_Gata3_Lrrc38,Six3
Inh_Pax2_Tgm6_2,Cubn
Inh_Gata3_Otx1_Pdlim3_2,Cpa6
Inh_Gata3_Pmfbp1_1,Cdc14a
Ex_Prox1_Plcz1,Trpc4
Ex_Lmx1a_Irx3_4,Lmx1a
Inh_Hmcn1_Sycp2l_2,Eya4
Inh_Hmcn1_Sycp2l_1,Tfap2b
Ex_Zfp831_Gzmk_1,Traf5
Ex_Ebf2_Unc5cl,Pde11a
Ex_Onecut3_Apela,C1ql2
Inh_Pax6_Adra2a,Col23a1
Inh_Six3_Sox2_4,Crispld1
Ex_Hmx3_Twist2_1,Vip
Ex_Fibcd1_Psrc1_6,Slc9a4
Inh_Gata3_6430628N08Rik_1,Cnih3
Inh_Gata3_Sox14_Olfr48,Myo3a
Inh_Dlx1_Col18a1,Otof
Ex_Phox2b_Dbh_4,Ecel1
Inh_Gata3_Sall1_2,Sall1
Inh_Lhx8_Ccdc68_1,Lhx8
Ex_C1ql4_Tgm6_3,Ccdc150
Ex_Abi3bp_Calcrl,Tfap2d
Ex_Dmrta2_Fn1_1,Npffr2
Ex_Lhx9_Tslp,Kitl
Ex_Ebf2_Niban1_1,Cntnap5a
Inh_Sncg_Calcb_2,Gucy1a1
Ex_Ebf2_Fer1l6_1,Smpdl3b
Ex_Evx1_Papln,Col24a1
Inh_Lhx6_Pthlh,Pthlh
Inh_Lhx1_Tspo2,Rab23
Inh_Gbx1_Atp8b1_4,Rxfp1
Ex_Ebf2_Ptpn14,Prox1
Inh_Pax2_Tfap2b_Tcim_1,Tfap2b
Ex_Hoxb3_Ldlrap1_18,Stpg2
Ex_Olig3_Bdkrb2,Colgalt2
Ex_Slc30a3_Sulf1_Aprk1,Oprk1
Ex_Ccn3_Fezf2_Col6a3,Col6a3
Inh_Gata3_Nkx2-2_Cfap100_3,Gpc3
Inh_Dmbx1_Hpse2_1,Cox5b
Ex_Neurod6_Dnah11_8,Trdn
Ex_Tcf7l2_Fbln1_Slc38a11_4,Snx31
Ex_Lmx1b_Vmn1r206_2,Rxfp1
Inh_Sox8_Sh3d21_2,Cdc14a
Inh_Pax2_Fst_3,E130114P18Rik
Inh_Otx1_Svs5_2,Btg2
Inh_Pax8_Krt19,Krt19
Ex_Hoxb3_Ldlrap1_15,Adamts18
Chol_Tbx20_Casp12,Col4a4
Inh_Nkx2-2_Efhb_2,Hgf
Inh_Six3_Arid3c,Cpa6
Inh_Pax2_Adamts12,Abtb2
Inh_Six3_Bnc2_1,Meis2
Inh_Pax8_Layn,Layn
Inh_Ppp1r1b_Drd1_Otogl_3,Wfs1
Inh_Lhx6_Sst_Chodl_1,Mctp2
Inh_Pax8_Asb4_1,Ntrk1
Ex_Tfap2d_Npnt_5,Nxph2
Inh_Pax2_Vgll3_4,Sulf1
Ex_Sall1_Pmfbp1_2,Mgarp
Inh_Sox1_Sp9_5,Plch1
Ex_Sim1_Pitx2_2,Rgs16
Ex_Slc30a3_Gsta2_3,Dbi
Ex_Lmx1a_Irx6_2,Lmx1a
Inh_Pax2_Erfl_6,AI597479
Ex_Ebf2_Adgrd1_2,Calcrl
Inh_Nkx2-2_Mafb_2,Lhx6
Ex_Dmrta2_Chrna6_2,Sulf1
Ex_Fezf2_Lipm,Lipm
Ex_Lhx2_Hgf_3,Hgf
Inh_Six3_Ikzf1_3,Hmcn1
Inh_Lhx1_Dach2_2,Dach2
Inh_Pax7_Rxfp3_1,Pappa2
Ex_Nkx2-4_Spp1_1,Chrdl1
Ex_Plcg2_Ret_1,Rxfp1
Inh_Pax2_Col5a2_1,Ddr2
Inh_Tfap2b_Cdh23_1,Lef1
Inh_Lhx6_Sfrp1_1,Lhx6
Ex_Fezf2_Lhx9_2,Gm26992
Ex_Phox2b_Olig3_6,Sema3d
Ser_Fev_Siglec15,Cpa6
Ex_Ebf2_Vwce,Nmb
Inh_Lhx1_Otx1,Tafa4
Ex_Lhx9_Cd44,Pth2r
Ex_Skor1_Pon2_2,Hpca
Ex_Sim1_Bsx_2,Nkx2-4
Inh_Lhx6_Cxcr4_9,Kcnj13
Inh_Pax7_Aoah,Pax7
Inh_Vcan_St8sia2_6,Arx
Inh_Lhx6_Trh_2,Kcnmb2
Ex_Phox2b_Cyp39a1_Mdfic2_3,Mdfic2
Inh_Lhx6_Lama4,Fam205c
Ex_Lhx9_Lacc1,Prok1
Ex_Tfap2d_Gask1b_3,Oprk1
Inh_Foxp2_Sox2_1,Gata3
Ex_Pax2_Erfl_4,Frem1
Inh_Six3_Bmp3_Ano1_2,Pax8
Ex_Nkx2-4_Calcr_1,Pde11a
Inh_Vcan_Cd1d1,Igfbpl1
CholEx_Foxb1_Ctxn3,Tmem163
Inh_Pax2_Gli2_1,Gli2
Chol_Isl2_Il22ra1_3,Isl2
Ex_Fezf2_Cd36,Slc9a4
Inh_Dmbx1_Tnnt1_1,Dmbx1
Inh_Gata3_Prkd1_Nptx2_2,Clrn1
Inh_Pax2_Antxr2_2,Hmcn1
Ex_Tfap2b_Piezo2_6,Npas1
Ex_C1ql4_Prph,Spp1
Ex_Pou4f2_Olfr560_2,Pcdh11x
Inh_Pax3_Akr1c19,Pax3
Ex_Maff_Atf3_1,Plcl1
Inh_Otx2_Gsc2_2,Otx2
Ex_Tfap2b_Sult3a2_2,Fzd7
Ex_Lypd6b_Dipk1c_2,Efhd1
Ex_Hoxc6_Met_2,C1qtnf7
Inh_Pax8_Pkhd1l1_5,Cdh23
Inh_Pax2_Chrna2_1,Fras1
NG_Myoz1_2,Isg15
Ex_Pou4f2_Olfr560_1,Olfr560
Inh_Pax2_Dmrt3_2,Scn7a
Ex_Nkx2-4_Calcr_4,Sphkap
Inh_Lhx6_A730046J19Rik_1,Pcdh10
Inh_Six3_Pvalb_Npy_1,Brinp3
Ex_Rorb_Cbln1_Abca8a,Oprd1
Ex_Hoxb3_Ldlrap1_9,Atp5e
Ex_Sox5_Ptpn14,Itga8
Inh_Ppp1r1b_Drd1_Tacr1_3,Rxrg
Inh_Onecut3_Piezo2_1,En1
Inh_Htr3a_Cxcl14_2,Tcf7l1
Ex_Lhx9_Frk_2,Gpnmb
Ex_Pax2_Erfl_3,Cartpt
Inh_Pax2_Cd44_2,Prkcq
Inh_Lhx1_Npy,Il1rapl2
Inh_Pax5_Rab38_5,Cngb3
Ex_Sall1_C1ql1_1,C1ql2
Inh_Six3_Sox2_1,Bnc2
Inh_Otx2_Gabrr2_2,Dock10
Ex_Fezf2_Cdc25c_2,Adamts9
Ex_C1ql4_Cox6a2_1,Lamp5
Inh_Six3_Bnc2_2,Pax6
Ex_Lhx9_Frk_1,Prkcd
Inh_Sox6_Btc,Kcnq5
Ex_Abi3bp_Tfap2d,Abcc12
Inh_Ppp1r1b_Drd1_Rbp1_6,Gpr88
Inh_Hoxa5_Bfsp2_1,Pax8
Ex_Phox2b_Susd5_1,Gm45194
Ex_Ebf2_Pla2g5_1,Dach2
Inh_Hoxa5_Dmkn,Gpc3
Ex_Dmrta2_Itga4,Lamp5
Ex_Lhx2_Gng8_1,Ptma
Inh_Frmd7_Esr2_2,Ptprk
Ex_Plekhg1_Nox4_Kcp_2,Arhgap6
Inh_Frmd7_Crhbp_3,Col24a1
Inh_Pax8_Pkhd1l1_9,Chrdl1
Inh_Sox1_Sostdc1,Fgf13
Ex_Sim1_Naa11,Cdh7
Inh_Pax2_Nkx6-1_1,Pappa2
Ex_Neurod6_Slc5a7,Hmcn1
Ex_Sim1_Trh_1,Crhr2
Inh_Pax2_Gm525,Gm525
Ex_Tlx1_Aoc1,Kcnb2
Inh_Irx4_Catspere1_1,Adhfe1
Chol_Tbx20_Fst_2,Ccdc3
Inh_Pax2_Abcb5,Cnih3
Inh_Clec9a_Catspere1,Catspere1
Inh_Otx2_Mbnl3,Gabrr2
Ex_Samd3_Emx2_8,Kcnb2
Ex_Hoxb5_Klc3,Mecom
Inh_Dmrt3_Tarm1_4,Crb1
Inh_Lhx6_Esr2_2,Kcnq5
Ex_Neurod6_Aox3,Aox3
Inh_Pax8_Vgll3,Gpc3
Inh_Gata3_Cryba2_1,Myo1b
Ex_Tcf7l2_Kif26a_1,Sulf1
Ex_Lhx9_Mtnr1a_2,Bnc2
Inh_Pax7_Vmn1r207_5,Dusp10
Ex_Sox14_Sp8_1,Pnoc
Ex_Ebf2_Meox2,Penk
Ex_Phox2a_Qrfpr,Fbln7
Ex_Tfap2b_Dnah11,Nts
Ex_Lmx1b_Tlx1_1,Asb4
Ex_Slc30a3_Teddm3_6,Gm19410
Inh_Nkx2-2_Vip,Bag2
Ex_Lhx4_Dsc3,Lhx3
Inh_Lhx1_Pnoc,Nr4a2
Inh_Pax5_Niban1,Cpa6
Ex_Irx2_Twist1_4,Prkcq
Ex_Ccn3_Fezf2_Vgll3_1,Htr2c
Inh_Ebf2_Cox8b_2,Zeb2
Inh_Sp8_Fbxw13,C1ql3
Ex_Abi3bp_Lrmp,Gad2
Ex_Lhx4_Vsx2_2,Rgs12
Inh_Nkx2-2_Glp1r_Trh_3,Pde1a
Ex_Zfp114_Art4,C1ql2
Inh_Pax7_Erfl_3,Pax7
Inh_Pax7_Egflam_3,Dbi
Astro_Fabp7_Hs3st3a1_5,Ecrg4
Chol_Isl2_1700017N19Rik_1,Atp2b4
Inh_Pde11a_Pgm5_7,Mbnl3
Inh_Pax2_Hoxb5_Otp_3,Prox1
Inh_Pax3_Vmn1r207_4,Gulo
Inh_Sp8_Shisa8,Igfbpl1
Ex_Pax8_Sfrp1,Lmx1a
Fibro_Eya2_Slc47a1_1,Prnp
Inh_Pax2_Hoxb5_Lrrc52_2,Lrrc52
Ex_Onecut2_Hmx3_Adamtsl3_2,Arhgef16
Ex_C1ql2_Pmfbp1,Tfap2b
Inh_Nrk_Kcnmb1_2,Trpc4
CholEx_Irx4_Matn1,Gpr149
Ex_Lhx9_Tyrp1_3,Kcnq5
Ex_Defb1_Gsta2_2,Foxp2
Inh_Tfap2b_Tspo2_2,Pthlh
Inh_Onecut3_Crabp1_3,Dnah7c
Inh_Gata2_Gxylt2_2,Nptx2
Inh_Gata3_Klf4,Tafa4
NorEx_Phox2b_Gfral_3,Casr
SerEx_Fev_9130008F23Rik,Slc6a4
Inh_Htr3a_Nxph3,Rarres1
Ex_Onecut2_Hmx3_Dmbx1_2,Dmbx1
Ex_Ccn3_Slc30a3_Fanci,Ntf3
Inh_Dlk1_Galr1,Tal1
Inh_Onecut3_Colq_1,Meis2
Ex_Ebf2_Nat8f6_1,Adam12
Ex_Pou4f2_Sult3a2_12,Slc15a5
Inh_Fbxl7_Pkhd1l1,Dmbx1
Ex_Irx3_Ccdc192_5,Vwa5b1
Inh_Pax2_Gulo,Mecom
Ex_Lmx1a_Irx3_1,Lmx1a
Ex_Lhx3_Tspo2_3,Nos1
Inh_Lhx6_Sctr_1,Lhx8
Ex_Phox2b_Igfbpl1_4,Rnf207
Ex_Ebf2_Postn,Postn
Ex_C1ql4_Mdfic2_2,Cfap45
Ex_PItx2_Cox4i2,Tacr1
Inh_Pax2_Papln_1,En1
Ex_Hoxb5_Prdm16_3,Prdm16
Ex_Hoxb5_Prdm16_1,Prdm16
Ex_Slc30a3_Klhl14,Tfap2d
Ex_Lhx9_Slc26a7_2,Cntnap5a
SerInh_Fev_Nkx2-2,Dach2
Ex_Lamc3_Fzd9_1,Arid5a
Chol_Tbx20_A4galt_2,A4galt
Ex_Ebf2_Ghrh_2,Penk
Ex_Pou4f1_Vip,Foxd3
Ex_Hpgd_Lgr6,Lgr6
Ex_Lmx1a_Csf2rb2_6,Itga4
Inh_Pax2_Met_2,Igfbp7
Inh_Lhx1_Egflam_2,Nos1
Inh_Pax2_Tnfaip8l3_4,Pax5
Ex_Phox2b_Col6a5,Meis2
Inh_Ecel1_Asb4_1,Col4a5
Ex_Plekhg1_Tspear_C6_1,Kcnip3
Ex_Pitx2_Nkx2-2_1,Nkx2-2
Ex_Pax6_Otx1_2,Gulp1
Ex_Lmx1b_Pi15,Pi15
Ex_Fev_9130008F23Rik,Pard3b
Ex_Rorb_Hc_Pou6f2,Fibcd1
Ex_Ebf2_Pla2g5_3,Pde5a
Inh_Arhgap28_Slc17a8_4,Hmgb3
Ex_Gata3_Slc17a8_1,Ppp1r1c
Inh_Nkx2-2_Hsd17b14,Jph1
Inh_Onecut1_Gldn,Npnt
Ex_Sim1_Bsx_1,Serpine2
Ex_Dmrta2_Casr,Foxa2
Ex_Plcg2_Ret_2,Rxfp1
Ex_Pitx2_Lamp3_1,Fibin
Ex_Lhx9_Nr5a2,Pkhd1
Ex_Cyp26b1_Slc30a3_Dkkl1_2,Uncx
Inh_Vip_Trim55_4,Kit
Ex_Foxd3_Sfrp1,Foxd3
Ex_Tfap2d_Atp6ap1l_5,Lypd6b
Inh_Foxp2_Pdlim3_2,Rxrg
Ex_Fn1_Cfap58,Fn1
Inh_Pax2_Agtr1b_2,Calb1
Inh_Lhx1_Col8a1_Otx1,Arhgap36
Ex_Nmbr_Cobll1,Col5a1
Ex_Pax2_Mafb_1,Adam12
Ex_Hoxc6_Moxd1_2,Nwd2
Inh_Foxp2_Lbhd2_1,Gm16223
Inh_Six3_Dpy19l2_4,Ust
Ex_Tfap2d_Pirt_7,Nme7
Inh_Pax2_Aldh1a2,Mecom
Inh_Bhlhe22_Crh,Bhlhe22
Inh_Irx4_Catspere1_3,Lpl
Ex_C1ql4_Ebf2,Npffr2
Ex_Trabd2b_Slc30a3_Atp8b1,Nfib
Ex_Ebf2_Pla2g5_7,Slc17a8
Ex_Pou4f1_Abcc9_1,Abcc9
Ex_Tfap2b_Tstd1_2,Plch1
Inh_Six3_Ptger3_1,Ptger3
Ex_Tfap2b_Rxfp2_1,Tox
Ex_Abi3bp_Hcrtr2,Pld5
Ex_Hmx2_Vip_4,Acvr1c
Ex_Lmx1a_Irx3_2,Nr4a2
Ex_Phox2b_Dsc3_1,Rprm
Inh_Lhx6_Sst_A730009L09Rik_Kcnh8,Adamtsl1
Inh_Lhx6_Sst_Crh_Nnmt_4,Prkcq
Ex_Slc30a3_Trhr,Fign
Inh_Lhx6_Nmu_4,Gpr149
Ex_Irx2_Gpr151,Gng8
Ex_Skor1_Slc17a8_1,Svep1
Ex_Lmx1b_Adam33_1,Lmx1a
CholEx_Pou4f1_Irx3,Ntf3
Ex_Ebf2_Fgfr4,Mybpc1
Inh_Pax2_Adam18,Svep1
Ex_Vsx2_Drd3_2,Vsx2
Inh_Hoxc4_Tekt1_Chrdl2,Wfs1
Ex_Vsx2_Tecta_4,Hmcn2
Inh_Pax3_Zic1_1,Pax3
Inh_Gata3_Sall1_7,Ntf3
Inh_Ebf2_Chrna5_2,St18
Inh_Fbxl7_Hgf,Hgf
SerEx_Fev_Crhr2_2,Tmem132d
Inh_Pde11a_Atp2c2_1,Pth2r
Ex_Vsx2_Tnnt1_5,Pde5a
Inh_Pax2_Olfr920_2,Kctd7
Ex_Pou4f1_Vill,Cnbd1
Inh_Nkx2-2_Clic5,Foxa2
Inh_Tfap2b_Gata3_4,Tfap2b
Inh_Htr3a_Prom1_4,Cth
Ex_Cyp26b1_Slc30a3_Dkkl1_1,Uncx
Ex_Rorb_Esr2_1,Xirp2
Ex_Onecut3_Pirt_3,Pappa2
Ex_Pitx2_Odad2_1,Ndnf
Ex_Vsx2_Lhx4_3,Lhx4
Ex_Lmx1b_Dkkl1,Tlx3
Ex_Ebf2_Catspere1_1,Chrdl1
Ex_Ebf2_Pla2g5_12,Ptx3
Ex_Fezf2_Tnfsf15,Dlk1
Inh_Htr3a_Pdzph1_2,Sytl4
Inh_Lhx6_Cyp26a1,Lhx8
Inh_Onecut1_Met_4,Foxp2
Inh_Frmd7_Ltbp2_2,Cntnap5a
Ex_Lmx1b_Ccdc172,Chn2
Inh_Pax6_Fbln2_2,Cox5b
Inh_Foxp2_Lbhd2_2,C1ql2
Inh_Hoxc4_Chrdl2_2,Ankfn1
Ex_Sim1_Adam33_2,Npas1
Ex_Pou4f1_Crabp1_1,Tfap2b
Ex_Pitx2_Gm7271,Lef1
Ex_Hmx2_Ppef1_1,Calca
Inh_Gata3_Msx1_2,Pax6
Inh_Lhx6_Nr2e1_2,Calcr
Inh_Six3_Dpy19l2_1,Eya2
Inh_Gata3_Tll2_1,Trpc5
Inh_Six3_Aldh3b2_1,Avp
Ex_Foxp2_Dsc3,Ntn5
Inh_Tfap2b_Adam33,Pde11a
Ex_Ebf2_Tac2_2,Nmu
Inh_Fzd6_Kcnk5,Mitd1
Inh_Ecel1_Sytl4_2,Sytl4
Ex_Onecut3_Acp7,Acvr1c
Inh_Pax8_Otp_3,Lcp1
Inh_Lhx1_Egflam_5,Rpl7
Inh_Pax8_Serpinf1,Pax8
Ex_Fezf2_Pirt_Stum,Fn1
Ex_Samd3_Tnfaip8_2,Mtm1
Inh_Onecut3_Catspere1_3,Gm45194
Inh_Pax7_Bmp5_2,Necab1
Ex_Phox2b_Chrna5_1,Met
Inh_Foxp2_Npy_1,Lamp5
Inh_Pax8_Sp9_8,Pax5
Ex_Gata3_Tgm6_2,Areg
Ex_Lmx1b_Gm7271,Foxp2
Inh_Lhx8_Pde11a_6,Pcdh19
Ex_Lhx9_Nps_3,Barhl2
Inh_Dmbx1_Gcnt4,Arhgap6
Inh_Foxd3_Gm525_2,Chat
Inh_Gata3_Gxylt2_4,Ror1
Ex_C1ql4_Cox6a2_2,Irx5
Inh_Pax2_Vgll3_15,Ecel1
Chol_Tbx20_S100a11_5,Plxdc2
Ex_Sim1_Clca3a2_2,A830018L16Rik
Inh_Pax2_Antxr2_1,Bmpr1b
Inh_Sp8_Spp1_3,Mitd1
Inh_Pax2_Hoxb5_Rubcnl_3,Foxd3
Inh_Fbxl7_Cyp26b1_5,Corin
Ex_Lhx9_Fmo1_2,Pcdh11x
Ex_Ebf2_Niban1_2,Tbr1
Inh_Pax7_Pawr,Tfap2b
Ex_Iqcj_Ms4a15_6,Cpa6
Ex_Phox2b_Ccdc192_1,Phox2b
Ex_Nxph4_Zar1l_4,Tfap2d
Ex_Phox2b_Hhip_1,Prok1
