gene_id,mean_exp_single_cell,mean_exp_single_nuc
ENSMUSG00000039323,0.1986447957413647,0.12659723867155293
ENSMUSG00000026185,3.2974462510352622,1.0525969135915494
ENSMUSG00000026182,4.0187869066117717e-4,0.0011041778381378476
ENSMUSG00000055322,0.6336442333097563,0.5692137625697221
ENSMUSG00000061815,0.02489713401856719,0.016201152555670836
ENSMUSG00000026180,0.05356926955815514,0.09473609401214407
ENSMUSG00000048480,5.936123299418805e-5,3.788358552134114e-5
ENSMUSG00000006304,6.204419736362563,4.7058186060108795
ENSMUSG00000064272,9.332282608941797e-4,7.834381332816259e-4
ENSMUSG00000006299,4.119812526728741,2.8182044885164723
ENSMUSG00000026179,5.9849782428174665,4.863455770585064
ENSMUSG00000006301,0.8226516563960596,1.7794632696837283
ENSMUSG00000073650,0.08766481480561367,0.0360566451698801
ENSMUSG00000026177,0.017324950859771166,0.020689217715376147
ENSMUSG00000026176,0.2302089017247572,0.22729875438165514
ENSMUSG00000026175,0.0427458125936883,0.09065989489082325
ENSMUSG00000033364,3.8903688206719127,4.341085061025444
ENSMUSG00000026174,2.508799940017914,2.1654142913076226
ENSMUSG00000026173,0.553946737017382,0.9840227165107411
ENSMUSG00000026135,1.8533628885025901,1.6729960602535996
ENSMUSG00000026172,1.9382374110631875,2.3737358672139415
ENSMUSG00000026171,3.0693733277849713,4.743633448488874
ENSMUSG00000033276,0.5664697814406733,0.5118899631018704
ENSMUSG00000033257,1.8059932906208165,2.3134958498269196
ENSMUSG00000026170,0.08548340314020687,0.18156662293102796
ENSMUSG00000006542,0.006305004198828033,0.01003265397610204
ENSMUSG00000033227,0.02091585251019228,0.048361232343059314
ENSMUSG00000026167,0.15473194587669323,0.08002006516035971
ENSMUSG00000090071,4.914955485519325,1.5244861237502312
ENSMUSG00000055197,0.06075494180625616,0.025686775438468028
ENSMUSG00000006546,0.03547090862726622,0.03871503070922539
ENSMUSG00000047021,0.33796354290447816,0.36008955048666935
ENSMUSG00000006538,0.017666382448669575,0.008230844132788394
ENSMUSG00000026162,0.5514376209206896,0.519839944536153
ENSMUSG00000026205,0.05489458044306544,0.008665708360085445
ENSMUSG00000033159,1.1465987408819094,0.825598795931174
ENSMUSG00000049339,5.2999572719585855,2.837388432955561
ENSMUSG00000026197,0.9939478782578315,1.3136401005439633
ENSMUSG00000026198,0.6145907868131264,0.5379137375602767
ENSMUSG00000033124,3.869063410296234,2.0638479097556353
ENSMUSG00000026199,1.3639543549456878,1.1764227337498865
ENSMUSG00000026200,0.644442878429691,0.7150475452172752
ENSMUSG00000026201,3.8334972885030454,1.8791424106581518
ENSMUSG00000026202,5.914612179428737,3.46028052425392
