cluster	class	subclass	level1_anno	level2_anno	dataset
Zeng|3273	MB GABA	LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba	Neuron	InN	Zeng
Zeng|3275	MB GABA	LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba	Neuron	InN	Zeng
Zeng|3288	MB GABA	LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba	Neuron	InN	Zeng
Zeng|3293	MB GABA	LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba	Neuron	InN	Zeng
Zeng|3489	MB GABA	LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba	Neuron	InN	Zeng
Zeng|3493	MB GABA	LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba	Neuron	InN	Zeng
Zeng|3560	MB GABA	SC Otx2 Gcnt4 Gaba	Neuron	InN	Zeng
Zeng|3581	MB GABA	SC Otx2 Gcnt4 Gaba	Neuron	InN	Zeng
Zeng|3582	MB GABA	SC Otx2 Gcnt4 Gaba	Neuron	InN	Zeng
Zeng|3576	MB GABA	SC Otx2 Gcnt4 Gaba	Neuron	InN	Zeng
Zeng|3501	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3502	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3503	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3505	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3519	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3500	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3504	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3506	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3507	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3510	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3512	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3515	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3516	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3511	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3513	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3514	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3522	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3525	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3526	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3521	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3523	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3527	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3508	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3509	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3517	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3518	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3520	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3524	MB GABA	SC-PAG Lef1 Emx2 Gaba	Neuron	InN	Zeng
Zeng|3528	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3531	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3532	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3533	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3538	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3529	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3530	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3536	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3542	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3535	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3551	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3552	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3553	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3534	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3539	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3540	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3537	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3541	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3543	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3174	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3555	MB GABA	SCm-PAG Cdh23 Gaba	Neuron	InN	Zeng
Zeng|3569	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3570	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3572	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3573	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3574	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3562	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3565	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3571	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3563	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3564	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3556	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3568	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3561	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3579	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3557	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3558	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3580	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3583	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3559	MB GABA	SCs Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3566	MB GABA	SC Lef1 Otx2 Gaba	Neuron	InN	Zeng
Zeng|3567	MB GABA	SC Lef1 Otx2 Gaba	Neuron	InN	Zeng
Zeng|3575	MB GABA	SC Lef1 Otx2 Gaba	Neuron	InN	Zeng
Zeng|3578	MB GABA	SC Lef1 Otx2 Gaba	Neuron	InN	Zeng
Zeng|3577	MB GABA	SC Lef1 Otx2 Gaba	Neuron	InN	Zeng
Zeng|3256	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3260	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3261	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3268	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3271	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3262	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3263	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3265	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3258	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3266	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3264	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3259	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3144	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3267	MB GABA	SCs Pax7 Nfia Gaba	Neuron	InN	Zeng
Zeng|3280	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3285	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3290	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3291	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3277	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3278	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3279	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3281	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3283	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3284	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3286	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3417	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3430	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3431	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3282	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3292	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3251	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3252	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3274	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3253	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3254	MB GABA	PRT Mecom Gaba	Neuron	InN	Zeng
Zeng|3470	MB GABA	SC Tnnt1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3471	MB GABA	SC Tnnt1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3270	MB GABA	SC Tnnt1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3468	MB GABA	SC Tnnt1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3472	MB GABA	SC Tnnt1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3473	MB GABA	SC Tnnt1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3474	MB GABA	SC Tnnt1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3469	MB GABA	SC Tnnt1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3554	MB GABA	SCs Lef1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3547	MB GABA	SCs Lef1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3548	MB GABA	SCs Lef1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3549	MB GABA	SCs Lef1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3544	MB GABA	SCs Lef1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3550	MB GABA	SCs Lef1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3546	MB GABA	SCs Lef1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3545	MB GABA	SCs Lef1 Gli3 Gaba	Neuron	InN	Zeng
Zeng|3584	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3585	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3586	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3587	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3589	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3590	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3594	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3588	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3591	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3595	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3612	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3597	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3604	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3605	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3606	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3607	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3608	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3614	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3592	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3593	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3596	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3609	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3610	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3611	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3599	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3600	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3601	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3602	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3603	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3598	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|3613	MB GABA	SCsg Gabrr2 Gaba	Neuron	InN	Zeng
Zeng|2983	MB GABA	IPN Otp Crisp1 Gaba	Neuron	InN	Zeng
Zeng|3007	MB GABA	IPN Otp Crisp1 Gaba	Neuron	InN	Zeng
Zeng|3012	MB GABA	IPN Otp Crisp1 Gaba	Neuron	InN	Zeng
Zeng|3014	MB GABA	IPN Otp Crisp1 Gaba	Neuron	InN	Zeng
Zeng|3008	MB GABA	IPN Otp Crisp1 Gaba	Neuron	InN	Zeng
Zeng|3009	MB GABA	IPN Otp Crisp1 Gaba	Neuron	InN	Zeng
Zeng|3010	MB GABA	IPN Otp Crisp1 Gaba	Neuron	InN	Zeng
Zeng|3011	MB GABA	IPN Otp Crisp1 Gaba	Neuron	InN	Zeng
Zeng|3013	MB GABA	IPN Otp Crisp1 Gaba	Neuron	InN	Zeng
Zeng|2416	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2418	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2419	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2420	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2421	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2422	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2424	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2425	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2385	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2387	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2388	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2389	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2390	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2391	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2412	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2413	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2383	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2405	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2406	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2407	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2408	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2411	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2415	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2395	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2397	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2398	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2399	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2400	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2403	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2404	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2396	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2402	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2410	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2414	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2386	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2392	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2393	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2409	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2384	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2401	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2423	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2394	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2417	MB Dopa	SNc-VTA-RAmb Foxa1 Dopa	Neuron	Dopaminergic	Zeng
Zeng|2836	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2838	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2839	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2841	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2845	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2847	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2852	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2849	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2840	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2837	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2857	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2858	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2859	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2860	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2861	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2864	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2865	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2853	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2854	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2855	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2862	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2863	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2846	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2848	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2850	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2851	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|3870	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|3871	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|3880	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|3881	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2843	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2844	MB-HB Sero	MB-MY Tph2 Glut-Sero	Neuron	Serotonergic	Zeng
Zeng|2770	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2771	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2772	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2785	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2786	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2769	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2773	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2774	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2775	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2776	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2777	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2783	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2787	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2788	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2795	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2768	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2779	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2784	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2789	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2790	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2791	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2792	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2793	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2794	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2796	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2798	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2799	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2800	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2801	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2808	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2814	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2816	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2797	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2803	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2804	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2805	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2806	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2815	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2807	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2809	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2810	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2811	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2812	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2813	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2181	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2778	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|2781	P Glut	PB Lmx1a Glut	Neuron	ExN	Zeng
Zeng|3794	P Glut	PSV Lmx1a Trpv6 Glut	Neuron	ExN	Zeng
Zeng|3796	P Glut	PSV Lmx1a Trpv6 Glut	Neuron	ExN	Zeng
Zeng|3797	P Glut	PSV Lmx1a Trpv6 Glut	Neuron	ExN	Zeng
Zeng|4107	P Glut	PSV Lmx1a Trpv6 Glut	Neuron	ExN	Zeng
Zeng|4819	P Glut	PB-SUT Tlx3 Lhx2 Glut	Neuron	ExN	Zeng
Zeng|4838	P Glut	PB-SUT Tlx3 Lhx2 Glut	Neuron	ExN	Zeng
Zeng|4290	P Glut	PB Pax5 Glut	Neuron	ExN	Zeng
